,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
22,1330343977858502656,1330342817793622017,1606013695000.0,2020-11-21 21:54:55,-0500,,@treasuremembers have a nice day!!,en,[],[],703844753289322496,703844753289322496,hyunsukta,lea🕊️,6,21,https://twitter.com/hyunsukta/status/1330343977858502656,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'treasuremembers', 'name': 'TREASURE', 'id': '1240627844868268033'}]",,,,
23,1330343977795641347,1329296129490444288,1606013695000.0,2020-11-21 21:54:55,-0500,,@bxbysani @ATEEZofficial SO MUCH &lt;3&lt;3&lt;3,en,[],[],2543374593,2543374593,easierella,ella 🍒 WOOZI DAY,6,21,https://twitter.com/easierella/status/1330343977795641347,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'bxbysani', 'name': ""산's aicha ! ATSD 📌"", 'id': '1000880760923086851'}, {'screen_name': 'ATEEZofficial', 'name': 'ATEEZ(에이티즈)', 'id': '923415570522914819'}]",,,,
24,1330343977740996613,1330343766331363330,1606013695000.0,2020-11-21 21:54:55,-0500,,@flwsjmn KYLE !!!!,en,[],[],1257695047002152960,1257695047002152960,JAED0CX,grace 🗯 ?! lele day 🍰,6,21,https://twitter.com/JAED0CX/status/1330343977740996613,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'flwsjmn', 'name': 'ً kyle ✰', 'id': '1076908332517113856'}]",,,,
25,1330343977573359619,1330343977573359619,1606013695000.0,2020-11-21 21:54:55,-0500,,"Once [was] told, never burn out, it's best to fade away  Preserve your value so that you can live to see a greater day",en,[],[],182188364,182188364,ChibuzoHI,Teflon,6,21,https://twitter.com/ChibuzoHI/status/1330343977573359619,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
26,1330343977451745285,1330335368693108736,1606013695000.0,2020-11-21 21:54:55,-0500,,@dulalpuspa Happy birth day young boy,en,[],[],492031765,492031765,dineshgrk,D!NEZH $unar,6,21,https://twitter.com/dineshgrk/status/1330343977451745285,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'dulalpuspa', 'name': 'Puspa Dulal', 'id': '1264424797'}]",,,,
27,1330343977409712131,1330343977409712131,1606013695000.0,2020-11-21 21:54:55,-0500,,tengo hipo devuelta desde las 9:30 de la noche mas o menos me voy a morir de hipo como la mamá de lexie,es,[],[],1306377898811629570,1306377898811629570,metaIgyu,lele and woozi day!,6,21,https://twitter.com/metaIgyu/status/1330343977409712131,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
28,1330343977002872834,1330341520076132353,1606013695000.0,2020-11-21 21:54:55,-0500,,"@mygtrivias @OnAirRomeo @MostRequestLive @BTS_twt Hello @OnAirRomeo , good day!  @MostRequestLive Can you please play #LifeGoesOn by #BTS  @BTS_twt? I would love to hear this very wonderful and positive song. Thank you 💜 #MostRequestedLive",en,"['lifegoeson', 'bts', 'mostrequestedlive']",[],1272497004241760257,1272497004241760257,millkybrown,rai ✰ STREAM LGO,6,21,https://twitter.com/millkybrown/status/1330343977002872834,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'mygtrivias', 'name': '☕ ً⁷', 'id': '1035561169421889536'}, {'screen_name': 'OnAirRomeo', 'name': 'On Air Romeo', 'id': '21590830'}, {'screen_name': 'MostRequestLive', 'name': 'Most Requested Live', 'id': '108775893'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}]",,,,
29,1330343976939950082,1330342110160162817,1606013695000.0,2020-11-21 21:54:55,-0500,,@sportsbritt 1000% believe in it. I can tell you this year was different. I met some great people this year. One specific person came into my life for three months and all of a sudden I’m had  to leave and it crushed me. Saddest day I’ve had in a long time. Felt like I lost a best friend. 😞,en,[],[],778724924479315972,778724924479315972,LouakaGhost,Lou™️ 🇵🇷,6,21,https://twitter.com/LouakaGhost/status/1330343976939950082,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'sportsbritt', 'name': 'brit ⚾️', 'id': '2597157732'}]",,,,
30,1330343976914698240,1330342606581223425,1606013695000.0,2020-11-21 21:54:55,-0500,,@99DJXIAORUS dah sarapan?,in,[],[],1297561159806009345,1297561159806009345,kcishazen,keisha²³ || chenle day 🎉,6,21,https://twitter.com/kcishazen/status/1330343976914698240,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': '99DJXIAORUS', 'name': 'n a t a ✨', 'id': '1314032065638068225'}]",,,,
31,1330343976789020674,1330342931497185280,1606013695000.0,2020-11-21 21:54:55,-0500,,@VijayFans134 @actorvijay @VjVishnu001 @ThalapathianK @Thalapathy2k1 @vijayrasigan_ @Mersal_Ranjith1 @Master_Mahiii @karikalan1412 @Single00777 @georgebenu @Pranav_KVFC Good Morning nanba😍 Have a nice day 😘 #CrossBreedAjith #Master #Mastersakthi007  @actorvijay,en,"['crossbreedajith', 'master', 'mastersakthi007']",[],1255505371407548420,1255505371407548420,Mastersakthi007,💝 தளபதி சக்தி💝,6,21,https://twitter.com/Mastersakthi007/status/1330343976789020674,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'VijayFans134', 'name': '⚡Master Harish⚡VFC 2.0⚡', 'id': '1292855052860702724'}, {'screen_name': 'actorvijay', 'name': 'Vijay', 'id': '1156338067'}, {'screen_name': 'VjVishnu001', 'name': 'VɪsʜɴᴜVɪᴊᴀʏ', 'id': '4881771240'}, {'screen_name': 'ThalapathianK', 'name': 'Thalapathian__KARTHI', 'id': '1265975712592195584'}, {'screen_name': 'Thalapathy2k1', 'name': '𝑻𝒉𝒂𝒍𝒂𝒑𝒂𝒕𝒉𝒚2𝒌1', 'id': '1043522756891930624'}, {'screen_name': 'vijayrasigan_', 'name': 'Vijay Rasigan ᵀʰᵃˡᵃᵖᵃᵗʰʸᴶᴰ 🔥', 'id': '1250822113067364352'}, {'screen_name': 'Mersal_Ranjith1', 'name': 'RANJITHᴹᵃˢᵗᵉʳ', 'id': '900392792773369856'}, {'screen_name': 'Master_Mahiii', 'name': 'கத்தி (எ) கதிரேசன் 😎🔥', 'id': '859461686427754496'}, {'screen_name': 'karikalan1412', 'name': 'கரிகால சோழன்😎🔥', 'id': '575896852'}, {'screen_name': 'Single00777', 'name': 'கடைசி வரைக்கும் sĮᑎ𝔤𝐋Ⓔ தா😜', 'id': '1083551139973365760'}, {'screen_name': 'georgebenu', 'name': 'பினு 𝓣𝓱𝓪𝓵𝓪𝓹𝓪𝓽𝓱𝔂𝓱𝔂 ரசிகன்', 'id': '2226041774'}, {'screen_name': 'Pranav_KVFC', 'name': '🔥⚓ PokKiri PRANAV ⚓🔥KVFC', 'id': '1287341905039233024'}]",,,,
32,1330343976780636160,1330343976780636160,1606013695000.0,2020-11-21 21:54:55,-0500,,One day ...,en,[],[],3150586597,3150586597,_kammy__,kamm,6,21,https://twitter.com/_kammy__/status/1330343976780636160,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
33,1330343976696745985,1330159062152065033,1606013695000.0,2020-11-21 21:54:55,-0500,,@marslovesue DO WHAT I WAS JUST REINSTALLING,en,[],[],1247491583450046465,1247491583450046465,haikuwus,ris ⚡ SHINYA DAY,6,21,https://twitter.com/haikuwus/status/1330343976696745985,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'marslovesue', 'name': 'mars', 'id': '1078168727630344192'}]",,,,
34,1330343976692494336,1330343976692494336,1606013695000.0,2020-11-21 21:54:55,-0500,,"HO LEE SHEET I AM TIRED AF!Getting used to the damn time change, waking up early for my wife’s crazy addiction to Disney &amp; getting there early, &amp; then out in the sun all day there &amp; then at the beach; I have no idea how I’m gonna stay up to watch this game. I’m gonna pass out!",en,[],[],294171413,294171413,PapaSmurfUTE,Logan Roscoe Wilson,6,21,https://twitter.com/PapaSmurfUTE/status/1330343976692494336,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
35,1330343976642121729,1330343976642121729,1606013695000.0,2020-11-21 21:54:55,-0500,,hala tangina mdxjbxnsnsjs teka,in,[],[],1120278311093956608,1120278311093956608,serinugh_,serina. GALEN'S DAY. 🥳,6,21,https://twitter.com/serinugh_/status/1330343976642121729,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
36,1330343976537382912,1330343976537382912,1606013695000.0,2020-11-21 21:54:55,-0500,,I can’t wait until i get my own place &amp; im able to cook dinner for my family one day.,en,[],[],1074044551709503488,1074044551709503488,aiyannamykaylaa,🪐,6,21,https://twitter.com/aiyannamykaylaa/status/1330343976537382912,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
37,1330343976415752192,1330343976415752192,1606013695000.0,2020-11-21 21:54:55,-0500,,I propose an 8th day of the week between Saturday and Sunday. I’m taking proposals for what we should  call this day. How about Nothingbutsleepday?  https://t.co/W4zXmFbT1D,en,[],[],954761201526935554,954761201526935554,mjs_1157,Michael J. Smith,6,21,https://twitter.com/mjs_1157/status/1330343976415752192,[],['https://pbs.twimg.com/tweet_video_thumb/EnZUvu_XYAMuQs9.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/EnZUvu_XYAMuQs9.jpg,False,0,0,0,,day,,,,,,,[],,,,
38,1330343976273145857,1330343690687090690,1606013695000.0,2020-11-21 21:54:55,-0500,,@S3UNGY0UN miren a mi chiquito,es,[],[],1031621855516520452,1031621855516520452,etherealsss_,(SD📌) milu ♥︎'s átomo | LELE KIHYUN WOOZI DAY,6,21,https://twitter.com/etherealsss_/status/1330343976273145857,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'S3UNGY0UN', 'name': ""átomo ♥︎'s milu |KIHYUN, LELE & JIHOON DAY| unf📌"", 'id': '991794244191846400'}]",,,,
39,1330343976046563330,1330343976046563330,1606013695000.0,2020-11-21 21:54:55,-0500,,they are so cool  https://t.co/49ec1hhEDg,en,[],[],1301161675127545856,1301161675127545856,azzholr,chenle day,6,21,https://twitter.com/azzholr/status/1330343976046563330,[],"['https://pbs.twimg.com/media/EnZUxLgXUAAb_5y.jpg', 'https://pbs.twimg.com/media/EnZUxOaUYAA7zmg.jpg']",1,https://pbs.twimg.com/media/EnZUxLgXUAAb_5y.jpg,False,0,0,0,,day,,,,,,,[],,,,
40,1330343975849504768,1330343535992840192,1606013695000.0,2020-11-21 21:54:55,-0500,,@xiumiaubr boa noite amg :(((,pt,[],[],1252703196595851265,1252703196595851265,damigothic,Léo 🍒 Kihyun day ⋈,6,21,https://twitter.com/damigothic/status/1330343975849504768,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'xiumiaubr', 'name': 'Rai🦋|SDV aos poucos', 'id': '1098881778394324992'}]",,,,
41,1330343975627026433,1330034559593963526,1606013695000.0,2020-11-21 21:54:55,-0500,,@injunjae narinig ko si yuta 'putangina sunod sunod buntot ka ba?',tl,[],[],1155522048195567616,1155522048195567616,doyoung_ult,☆𝓳𝓪𝓮𝓳𝓮𝓸𝓷𝓭𝓸☆ *•.¸♡ | chenle day,6,21,https://twitter.com/doyoung_ult/status/1330343975627026433,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'injunjae', 'name': 'rie ²⁰²⁰ | renjun au updated! 📌', 'id': '1301417775550746631'}]",,,,
42,1330343975509639173,1330343975509639173,1606013695000.0,2020-11-21 21:54:55,-0500,,"Show your customers you are thinking of them this Holiday Season! The template allows #SAPPartners to customize your own holiday greeting in 8 languages — Thanksgiving, Christmas, Hannukah, Kwanzaa, New Year's Day, and more. Visit #SAPVirtualAgency  https://t.co/cqfHSRcGPD  https://t.co/eMlCjKqxu5",en,"['sappartners', 'sapvirtualagency']",[],1172167757539901440,1172167757539901440,DioquinoRabbin,Rabbin Dioquino,6,21,https://twitter.com/DioquinoRabbin/status/1330343975509639173,['https://bit.ly/2IZ5XxB'],['https://pbs.twimg.com/media/EnZUy31XUAIM9u5.png'],1,https://pbs.twimg.com/media/EnZUy31XUAIM9u5.png,False,0,0,0,,day,,,,,,,[],,,,
43,1330343975467839488,1330343975467839488,1606013695000.0,2020-11-21 21:54:55,-0500,,🗣️   https://t.co/0d2JHsJjE5,und,[],[],1261701342533505031,1261701342533505031,voIIeyboll,chenle day 🥳,6,21,https://twitter.com/voIIeyboll/status/1330343975467839488,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/819228997150240768/pu/img/PBuuNg6jkmhN38se.jpg,False,0,0,0,,day,,,,,,,[],,,,
44,1330343975199404045,1330239288374665218,1606013694000.0,2020-11-21 21:54:54,-0500,,"@MurdochGerry @CeltiCRab19671 @GrandAuldPod I can see where those players are coming from, i used to work in a place that each day i dreaded going to work only time i enjoyed it was when the boss was off sick,I didn't put my heart into the job because i felt what was the point as no matter what i done it was always wrong!",en,[],[],817086462,817086462,DMcGCfc1888,D Mcguire,6,21,https://twitter.com/DMcGCfc1888/status/1330343975199404045,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'MurdochGerry', 'name': 'Gerry Murdoch', 'id': '1051994720036106241'}, {'screen_name': 'CeltiCRab19671', 'name': 'CeltiCRa9⭐️-IAR🍀', 'id': '631167630'}, {'screen_name': 'GrandAuldPod', 'name': 'The Grand Auld Podcast', 'id': '149153846'}]",,,,
45,1330343975153246209,1329582360782888965,1606013694000.0,2020-11-21 21:54:54,-0500,,@AnthonySabatini @GovRonDeSantis Super size that stupidity will ya.  https://t.co/SX6cYmezwQ,en,[],[],1190729687183560706,1190729687183560706,faith98275281,A new day 😁,6,21,https://twitter.com/faith98275281/status/1330343975153246209,[],['https://pbs.twimg.com/tweet_video_thumb/EnZUycNXEAMKx8y.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/EnZUycNXEAMKx8y.jpg,False,0,0,0,,day,,,,,,,"[{'screen_name': 'AnthonySabatini', 'name': 'Rep. Anthony Sabatini', 'id': '3231657095'}, {'screen_name': 'GovRonDeSantis', 'name': 'Ron DeSantis', 'id': '1058807868'}]",,,,
46,1330343975010578436,1330343510742994944,1606013694000.0,2020-11-21 21:54:54,-0500,,@tyoiest lelah sm oknum doyoung,in,[],[],1265491087411609603,1265491087411609603,dochiluv,ًmiŃ ?! chenle day🐬,6,21,https://twitter.com/dochiluv/status/1330343975010578436,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'tyoiest', 'name': 'kim nela !?', 'id': '1226031863073869825'}]",,,,
47,1330343974406680586,1330343974406680586,1606013694000.0,2020-11-21 21:54:54,-0500,,new aaron content. where is it. need more,en,[],[],1308848264213680128,1308848264213680128,achilleswill,em | peepaw day 🌿,6,21,https://twitter.com/achilleswill/status/1330343974406680586,[],[],0,,False,0,0,0,,day,,,,,,,[],,,,
48,1330343974272380931,1330335090409426944,1606013694000.0,2020-11-21 21:54:54,-0500,,a queen &lt;3  https://t.co/MoAKEcRwEX,en,[],[],1241449103034286081,1241449103034286081,dreamieswrId,h ☁︎ chenle day !! ♡,6,21,https://twitter.com/dreamieswrId/status/1330343974272380931,['https://twitter.com/norenmjn/status/1330282677363224577?s=20'],[],0,,False,0,0,0,https://twitter.com/norenmjn/status/1330282677363224577?s=20,day,,,,,,,[],,,,
49,1330343973924327428,1330339463315251201,1606013694000.0,2020-11-21 21:54:54,-0500,,"@goldenwithlou end of the day, home, and strong",en,[],[],3433531085,3433531085,_4THEBRAVE,mollz ◟̽◞̽²⁸ ᴴ🥀,6,21,https://twitter.com/_4THEBRAVE/status/1330343973924327428,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'goldenwithlou', 'name': 'ᴴ sav ⁹¹', 'id': '99889215'}]",,,,
50,1330343973337108481,1330332363319029761,1606013694000.0,2020-11-21 21:54:54,-0500,,@ST4RJUNIE gyumorningggg em love 💗 thankyou for this sweet message ... it already made my day &gt;&lt; ilysm and i hope you’ll have a day full of smiles &lt;33,en,[],[],938446450815414272,938446450815414272,beomchubs,ㅇㅅㅇ lovely! msd!,6,21,https://twitter.com/beomchubs/status/1330343973337108481,[],[],0,,False,0,0,0,,day,,,,,,,"[{'screen_name': 'ST4RJUNIE', 'name': 'em 𖤐 msd 📌', 'id': '1325407903545585664'}]",,,,
